"q59","What is the University or College closest to where you live?","n =  407"
"UC Berkeley","1","0.25"
"UCCS","1","0.25"
"ucf","1","0.25"
"UCF","1","0.25"
"ucla","1","0.25"
"UCSB","1","0.25"
"UCSD","1","0.25"
"UGA","1","0.25"
"UMaine","1","0.25"
"UMass-Lowell","1","0.25"
"umass ","1","0.25"
"umass amherst","1","0.25"
"Umass Amherst","1","0.25"
"UMass amherst","1","0.25"
"UMASS Amherst","1","0.25"
"UMass Amherst ","1","0.25"
"UMASS Amherst ","1","0.25"
"UMass Boston ","1","0.25"
"Umass Darthmoth","1","0.25"
"Umass dartmouth","1","0.25"
"UMASS Dartmouth ","1","0.25"
"Umass lowell","1","0.25"
"Umass Lowell","1","0.25"
"UMass Lowell","1","0.25"
"Umass Lowell ","1","0.25"
"UMASS of Dartmouth and Bristol Community College","1","0.25"
"UMassD ","1","0.25"
"UMD","1","0.25"
"UNBC","1","0.25"
"UNE","1","0.25"
"UNE- University of New England","1","0.25"
"unh","1","0.25"
"UNH","1","0.25"
"Unity College","1","0.25"
"Univ CA San Bernardino Palm Desert","1","0.25"
"Univ. Of South Florida. Tampa Fl.","1","0.25"
"University of Alabama Birmingham ","1","0.25"
"University of Alaska Anchorage","1","0.25"
"University of California, Irvine","1","0.25"
"University of California/ Santa Cruz ","1","0.25"
"University of Colorado Boulder","1","0.25"
"University of MA Dartmouth","1","0.25"
"University of Maine","1","0.25"
"University of Maine at Augusta","1","0.25"
"University of Maine, Fort Kent","1","0.25"
"University of Massachusetts Amherst","1","0.25"
"university of michigan","1","0.25"
"University of Michigan-Dearborn ","1","0.25"
"University of New England","1","0.25"
"University of South Florida","1","0.25"
"University of Southern Maine","1","0.25"
"University of southern Maine ","1","0.25"
"University of the Free State","1","0.25"
"University of Washington","1","0.25"
"University of Washington ","1","0.25"
"University of Washington State","1","0.25"
"Unlv","1","0.25"
"UNR","1","0.25"
"USD, UC San Diego, SDSU, etc","1","0.25"
"UT","1","0.25"
"UTA","1","0.25"
"Victor Valley College","1","0.25"
"Washington college ","1","0.25"
"Wellesley College","1","0.25"
"Welllesley College","1","0.25"
"Wesfield College ","1","0.25"
"Wester new England","1","0.25"
"Western New England University","1","0.25"
"westfield","1","0.25"
"Westfield state","1","0.25"
"Westfield State","1","0.25"
"Westfield State ","1","0.25"
"Westfield state university ","1","0.25"
"Westfield university","1","0.25"
"Westfield university ","1","0.25"
"Whitman University","1","0.25"
"WNEU","1","0.25"
"Worcester State","1","0.25"
"Worcester State University","1","0.25"
"Worcester State Unviersity","1","0.25"
"WSU ","1","0.25"
"Yavapai ","1","0.25"
