"q59","What is the University or College closest to where you live?","n =  750"
"ASU","1","0.13"
"Bates","1","0.13"
"Bates college","1","0.13"
"Bay Path College","1","0.13"
"Bay Path University ","1","0.13"
"Baypath","1","0.13"
"Bc","1","0.13"
"Becker College","1","0.13"
"Beeklee","1","0.13"
"Bentley","1","0.13"
"Bentley university","1","0.13"
"Bentley university ","1","0.13"
"Bhcc ","1","0.13"
"BOSTON COLLEGE","1","0.13"
"Boston college ","1","0.13"
"Boston College/University/etc","1","0.13"
"Boston community college ","1","0.13"
"Boston university ","1","0.13"
"BOSTON UNIVERSITY ","1","0.13"
"Boston University o","1","0.13"
"Bostoncollege","1","0.13"
"Bowdoin","1","0.13"
"Bowdoin college","1","0.13"
"Bowdoin College","1","0.13"
"Brandeis University ","1","0.13"
"Brandies","1","0.13"
"Bridgewater ","1","0.13"
"Bridgewater State","1","0.13"
"BRIDGEWATER STATE","1","0.13"
"Bridgewater state university","1","0.13"
"Bristol County Community College ","1","0.13"
"Brown","1","0.13"
"Bsu","1","0.13"
"Bunker Hill community college","1","0.13"
"Bunker Hill Community College ","1","0.13"
"Bunkerhill","1","0.13"
"Cambrian college","1","0.13"
"Cape cod community ","1","0.13"
"Cape cod community college","1","0.13"
"cccc","1","0.13"
"Chico State and Sacramento State","1","0.13"
"Claremont","1","0.13"
"College of Dupage ","1","0.13"
"College of the Siskiyous","1","0.13"
"Community College of Vermont","1","0.13"
"Connecticut College, Coast Guard Academy","1","0.13"
"CSULB","1","0.13"
"CT College","1","0.13"
"Curry College","1","0.13"
"Curry college ","1","0.13"
"Dartmouth","1","0.13"
"Dartmouth ","1","0.13"
"Dean colege","1","0.13"
"Dean college","1","0.13"
"Dean College ","1","0.13"
"Dean College, Franklin MA","1","0.13"
"Delta college","1","0.13"
"Elms College","1","0.13"
"Elms College ","1","0.13"
"Emerson","1","0.13"
"Emerson College","1","0.13"
"Emory University ","1","0.13"
"Endicott College","1","0.13"
"Fisher College","1","0.13"
"FITCHBURG state","1","0.13"
"FKCC","1","0.13"
"Florida Atlantic","1","0.13"
"Florida Keys College","1","0.13"
"FPU","1","0.13"
"Framingham State","1","0.13"
"Framingham State Uni","1","0.13"
"Framingham state university","1","0.13"
"Framingham State University","1","0.13"
"Freiburg","1","0.13"
"Georgian College, Barrie, On Canada","1","0.13"
"goucher college","1","0.13"
"Grand Valley State University","1","0.13"
"Grande Prairie College  Alberta Canada","1","0.13"
"Harcum University","1","0.13"
"harvard","1","0.13"
"harvard ","1","0.13"
"Harvard College","1","0.13"
"Harvard University","1","0.13"
"Harvard/MIT","1","0.13"
"Harverd ","1","0.13"
"Holy Cross","1","0.13"
"holyoke ","1","0.13"
"Holyoke Community","1","0.13"
"Holyoke community ","1","0.13"
"Holyoke community college","1","0.13"
"Holyoke Community College ","1","0.13"
"Humboldt State University","1","0.13"
"I don’t know","1","0.13"
"I dont know ","1","0.13"
"Idk","1","0.13"
"Indian River State College ","1","0.13"
"Indian River University","1","0.13"
"IRSC","1","0.13"
"Keene St. College","1","0.13"
"Lasell College","1","0.13"
"Lawrence Memorial Hospital School of Nursing","1","0.13"
"Lehigh University","1","0.13"
"Lowell ","1","0.13"
"Loyalist ","1","0.13"
"Loyola ","1","0.13"
"Lutheran University","1","0.13"
"Lvc","1","0.13"
"M.I.T.","1","0.13"
"Many in Boston and Cambridge","1","0.13"
"Mass Maritime Academy","1","0.13"
"Massachusetts Institute of Technology","1","0.13"
"Massachusetts Institute of Technology ","1","0.13"
"massasoit","1","0.13"
"McDaniels in Westminster MD","1","0.13"
"Memorial U Newfoundland ","1","0.13"
"Merrimack college","1","0.13"
"Mi. State","1","0.13"
"Michigan state","1","0.13"
"Middlesex","1","0.13"
"Middlesex community college ","1","0.13"
"Middlesex Community College ","1","0.13"
"MIT ","1","0.13"
"Mohave Community College","1","0.13"
"Montana State at Billings","1","0.13"
"Morgan State University","1","0.13"
"Morraine Valley Community College","1","0.13"
"Mount Holyoke","1","0.13"
"Mount Saint Mary College","1","0.13"
"MSU Montana State","1","0.13"
"Mt Holyoke","1","0.13"
"Mt. Holyoke College","1","0.13"
"na","1","0.13"
"Na","1","0.13"
"Na ","1","0.13"
"Nashua Community College","1","0.13"
"NAU","1","0.13"
"NAU ","1","0.13"
"Necco","1","0.13"
"NLV","1","0.13"
"no idea, there are 60+ in the Boston area","1","0.13"
"North Central College","1","0.13"
"North Eastern","1","0.13"
"North shore community college","1","0.13"
"northeastern university","1","0.13"
"Northeastern university ","1","0.13"
"Northeastern University Burlington Campus","1","0.13"
"Northern Essex Community","1","0.13"
"Northshore Community College ","1","0.13"
"Norton college ","1","0.13"
"Not applicable ","1","0.13"
"Not sure","1","0.13"
"Not sure....I just moved here two years ago.","1","0.13"
"NSCC","1","0.13"
"Numerous colleges near me. ","1","0.13"
"Odense","1","0.13"
"Open-Ended Response","1","0.13"
"Pacific Northwest University of Health Sciences","1","0.13"
"Pennsylvania State University","1","0.13"
"Plymouth","1","0.13"
"Portland State University","1","0.13"
"PPCC","1","0.13"
"Providence ","1","0.13"
"Pueblo Community College","1","0.13"
"QCC","1","0.13"
"Reading Area Community College","1","0.13"
"RISD","1","0.13"
"Roger Williams","1","0.13"
"RPI","1","0.13"
"RWU","1","0.13"
"Sacred heart university ","1","0.13"
"salem state","1","0.13"
"Salem state","1","0.13"
"SALEM STATE","1","0.13"
"Salem state university","1","0.13"
"San Diego State","1","0.13"
"San Diego state university ","1","0.13"
"San Francisco State","1","0.13"
"SHU, Drew, Fairleigh","1","0.13"
"Simmons","1","0.13"
"Smith college","1","0.13"
"Smith college ","1","0.13"
"Smith College, Northampton MA","1","0.13"
"SMU","1","0.13"
"SNHU, UNH","1","0.13"
"Sonoma State University","1","0.13"
"South Florida ","1","0.13"
"Southern Maine university ","1","0.13"
"Southern Oregon University","1","0.13"
"springfield college","1","0.13"
"Springfield community college","1","0.13"
"Springfield Technicsl Community College","1","0.13"
"St Leo University","1","0.13"
"State university ","1","0.13"
"stcc","1","0.13"
"Steston","1","0.13"
"Sticc","1","0.13"
"Stonehill","1","0.13"
"suffolk","1","0.13"
"SUNY Oswego","1","0.13"
"Temple","1","0.13"
"The University of Massachusetts at Dartmouth","1","0.13"
"touro university","1","0.13"
"towson state","1","0.13"
"Trent University","1","0.13"
"TUFTS","1","0.13"
"Tufts ","1","0.13"
"Tufts university ","1","0.13"
"Tufts University ","1","0.13"
"U MAINE ","1","0.13"
"u mass","1","0.13"
"U MASS","1","0.13"
"U mass dartmouth","1","0.13"
"U Mass, Dartmouth","1","0.13"
"U of Michigan","1","0.13"
"U. of Maryland","1","0.13"
"U.Mass.Dartmouth","1","0.13"
"UBC","1","0.13"
"UBC Okanagan","1","0.13"
"UCCS","1","0.13"
"Uconn","1","0.13"
"UCSB","1","0.13"
"UCSF","1","0.13"
"UGA","1","0.13"
"UMaine","1","0.13"
"UMass-Dartmouth","1","0.13"
"UMass-Lowell","1","0.13"
"umass ","1","0.13"
"Umass  Dartmouth","1","0.13"
"umass amherst","1","0.13"
"Umass Amherst","1","0.13"
"UMass amherst","1","0.13"
"Umass Amherst ","1","0.13"
"UMASS Amherst ","1","0.13"
"Umass Boston","1","0.13"
"UMass Boston ","1","0.13"
"Umass community college ","1","0.13"
"Umass Darthmoth","1","0.13"
"Umass Dartmoth ","1","0.13"
"Umass dartmouth ","1","0.13"
"UMass Dartmouth ?","1","0.13"
"UMASS Dartmouth or BCC","1","0.13"
"UMass Framingham","1","0.13"
"UMASS of Dartmouth and Bristol Community College","1","0.13"
"UMass, Westfield State University, Stcc,Hcc","1","0.13"
"Umass/Amherst","1","0.13"
"UMassD ","1","0.13"
"umf","1","0.13"
"UMF","1","0.13"
"UNC Chapel Hill","1","0.13"
"UNE","1","0.13"
"UNE- University of New England","1","0.13"
"unh","1","0.13"
"UNH","1","0.13"
"Unity College","1","0.13"
"Univ of Mass, Dartmouth","1","0.13"
"University of Calgary","1","0.13"
"University of California, Irvine","1","0.13"
"University of California/ Santa Cruz ","1","0.13"
"University of Central Florida","1","0.13"
"University of Colorado","1","0.13"
"University of MA","1","0.13"
"University of MA Dartmouth","1","0.13"
"University of Maryland","1","0.13"
"University of Massachusetts (Boston)","1","0.13"
"University of Massachusetts/Amherst","1","0.13"
"University of Michigan-Dearborn ","1","0.13"
"University of New England","1","0.13"
"University of New Hampshire","1","0.13"
"University of New Mexico","1","0.13"
"University of North Dakota","1","0.13"
"University of Oregon","1","0.13"
"University of Pennsylvania","1","0.13"
"University of R.I.","1","0.13"
"University of South Carolina","1","0.13"
"University of South Florida","1","0.13"
"University of Southern Maine","1","0.13"
"University of Tulsa","1","0.13"
"University of Vermont","1","0.13"
"University of Victoria","1","0.13"
"University of Washington","1","0.13"
"Univesity of MA Dartmouth","1","0.13"
"Unlv","1","0.13"
"unsure","1","0.13"
"Unsure","1","0.13"
"UPR Recinto de Rio Piedras","1","0.13"
"USD, UC San Diego, SDSU, etc","1","0.13"
"Victor Valley College","1","0.13"
"Wachusett ","1","0.13"
"Wachusett Community College","1","0.13"
"Wayne State","1","0.13"
"Welllesley College","1","0.13"
"Wesfield College ","1","0.13"
"Wester new England","1","0.13"
"Western new England  college ","1","0.13"
"western new england university","1","0.13"
"Western new england university","1","0.13"
"Westfield ","1","0.13"
"Westfield state","1","0.13"
"Westfield State","1","0.13"
"Westfield state university","1","0.13"
"Westfield state university ","1","0.13"
"Westfield university","1","0.13"
"Westfield University ","1","0.13"
"Whitman College","1","0.13"
"WNEC","1","0.13"
"Worcester Polytech WPI","1","0.13"
"Worcester State","1","0.13"
"worcester state university","1","0.13"
"Worcester State University","1","0.13"
"WSU ","1","0.13"
"Yavapai ","1","0.13"
