"q59","What is the University or College closest to where you live?","n =  821"
"U.Mass.Dartmouth","1","0.12"
"ULOWELL","1","0.12"
"UMASD","1","0.12"
"UMass-Dartmouth","1","0.12"
"UMass-Lowell","1","0.12"
"umass ","1","0.12"
"Umass  Dartmouth","1","0.12"
"umass amherst","1","0.12"
"UMass amherst","1","0.12"
"UMASS Amherst ","1","0.12"
"Umass Boston","1","0.12"
"Umass Boston ","1","0.12"
"UMass Boston ","1","0.12"
"UMass Boston or Northeastern University","1","0.12"
"Umass community college ","1","0.12"
"Umass Darthmoth","1","0.12"
"Umass Dartmoth ","1","0.12"
"Umass dartmouth ","1","0.12"
"UMass Dartmouth ?","1","0.12"
"UMASS Dartmouth or BCC","1","0.12"
"UMass Framingham","1","0.12"
"UMASS of Dartmouth and Bristol Community College","1","0.12"
"UMass, Westfield State University, Stcc,Hcc","1","0.12"
"Umass/Amherst","1","0.12"
"UMassD ","1","0.12"
"Univ of Mass, Dartmouth","1","0.12"
"University of Dartmouth","1","0.12"
"University of MA","1","0.12"
"University of MA Dartmouth","1","0.12"
"University of Mass Dartmouth","1","0.12"
"University of Massachusetts (Boston)","1","0.12"
"University of Massachusetts @ Dartmouth","1","0.12"
"University of Massachusetts/Amherst","1","0.12"
"Univesity of MA Dartmouth","1","0.12"
"unsure","1","0.12"
"Wachusett ","1","0.12"
"Wachusett Community College","1","0.12"
"Welllesley College","1","0.12"
"Wesfield College ","1","0.12"
"Wester new England","1","0.12"
"Western new England  college ","1","0.12"
"western new england university","1","0.12"
"Western new england university","1","0.12"
"westfield","1","0.12"
"Westfield collage","1","0.12"
"Westfield State","1","0.12"
"Westfield state university","1","0.12"
"Westfield state university ","1","0.12"
"Westfield SU","1","0.12"
"Westfield university","1","0.12"
"Westfield University","1","0.12"
"Westfield University ","1","0.12"
"Wheaton","1","0.12"
"Wnec","1","0.12"
"Wneu ","1","0.12"
"Worcester Polytech WPI","1","0.12"
"Worcester state","1","0.12"
"worcester state university","1","0.12"
"Worcester State University","1","0.12"
"Worcester State Unviersity","1","0.12"
"WPI","1","0.12"
"WSU ","1","0.12"
