"What percent of your monthly purchases are through regulated sources (dispensary, retail establishment, caregiver/authorized private cultivator)?",,,,,,
,,,,,,
Respondent ID,Open-Ended Response,,,,,
10668103394,100,,,,,
10667907917,100,,,,,
10667582585,100,,,,,
10667425695,100,,,,,
10667384979,100,,,,,
10667384024,100,,,,,
10667369837,100,,,,,
10665891738,100,,,,,
10662496256,100,,,,,
10660833205,100,,,,,
10660294275,100,,,,,
10658774056,100,,,,,
10658741910,100,,,,,
10658649988,100,,,,,
10658580372,100,,,,,
10658577550,100,,,,,
10624147163,100,,,,,
10622925288,100,,,,,
10618149896,100,,,,,
10614375447,100,,,,,
10605637047,100,,,,,
10604065323,100,,,,,
10602936383,100,,,,,
10598255910,100,,,,,
10598221024,100,,,,,
10597419828,100,,,,,
10596255014,100,,,,,
10591451425,100,,,,,
10583372838,100,,,,,
10581940017,100,,,,,
10581933788,100,,,,,
10581447651,100,,,,,
10580913646,100,,,,,
10579927077,100,,,,,
10579835521,100,,,,,
10579646891,100,,,,,
10578271769,100,,,,,
10577209087,100,,,,,
10575282159,100,,,,,
10575091533,100,,,,,
10572540138,100,,,,,
10570146744,100,,,,,
11212805644,100,,,,,
11170278059,100,,,,,
11151215837,100,,,,,
11044680699,100,,,,,
11042816472,100,,,,,
11037955315,100,,,,,
10978796014,100,,,,,
10974652472,100,,,,,
10956719648,100,,,,,
10632389881,100,,,,,
10628926943,100,,,,,
10625261595,100,,,,,
10598807297,100,,,,,
10593696728,100,,,,,
10593527279,100,,,,,
10583058257,100,,,,,
10583000127,100,,,,,
10581571841,100,,,,,
10580166038,100,,,,,
10579551441,100,,,,,
10579439505,100,,,,,
10760373939,100,,,,,
10758288741,100,,,,,
10719755952,100,,,,,
10659241585,100,,,,,
10647255505,100,,,,,
10575479401,100,,,,,
11135531344,99,,,,,
10875617011,99,,,,,
10875562577,99,,,,,
10855896441,99,,,,,
10851063447,99,,,,,
10844298162,99,,,,,
10837706698,99,,,,,
10808168894,99,,,,,
10688508584,99,,,,,
10659841121,99,,,,,
10991821033,99,,,,,
10598306507,99,,,,,
10686658652,99,,,,,
11231679765,98,,,,,
11214928564,98,,,,,
11135466512,98,,,,,
11132638848,98,,,,,
11100035804,98,,,,,
10890414342,98,,,,,
10888170961,98,,,,,
10882385979,98,,,,,
11213907729,98,,,,,
10580153046,98,,,,,
11134451924,97,,,,,
10886020524,97,,,,,
10875511603,97,,,,,
10843803790,97,,,,,
10832732691,97,,,,,
10726117373,97,,,,,
10632499407,97,,,,,
11188216657,96,,,,,
10886504576,96,,,,,
10857725293,96,,,,,
10675097210,96,,,,,
10569070427,96,,,,,
10876001530,95,,,,,
10864052390,95,,,,,
10834249218,95,,,,,
10609850764,95,,,,,
10600857474,95,,,,,
10833785776,94,,,,,
11135570279,93,,,,,
10965547652,91,,,,,
11239041530,90,,,,,
11238671751,90,,,,,
11135411524,90,,,,,
11014798443,90,,,,,
10889700541,90,,,,,
10864944007,90,,,,,
10847042555,90,,,,,
10677653881,90,,,,,
10569704133,90,,,,,
10767176517,90,,,,,
10977935510,89,,,,,
10868495105,89,,,,,
10572546454,87,,,,,
10658550964,86,,,,,
10847172551,85,,,,,
10836382971,85,,,,,
10685325930,85,,,,,
11054943670,84,,,,,
11034650778,82,,,,,
10864851918,82,,,,,
11135727852,81,,,,,
11249989922,80,,,,,
11033502369,80,,,,,
10847317503,80,,,,,
10847038072,80,,,,,
10843917537,80,,,,,
10648772348,80,,,,,
11166390085,75,,,,,
11140621270,75,,,,,
11138400653,75,,,,,
11137570486,75,,,,,
11134443636,75,,,,,
11105188699,75,,,,,
11045739846,75,,,,,
10875462742,75,,,,,
10843819934,75,,,,,
10840899449,75,,,,,
10832133946,75,,,,,
10831948842,75,,,,,
10802360410,75,,,,,
10681003613,75,,,,,
10600284760,75,,,,,
10569280747,73,,,,,
10675806972,70,,,,,
10764443236,67,,,,,
10849214021,65,,,,,
10671009796,65,,,,,
11142252658,61,,,,,
10568865766,56,,,,,
11091792560,52,,,,,
10856003172,52,,,,,
10584760225,52,,,,,
11006369538,51,,,,,
10677560387,51,,,,,
11183903124,50,,,,,
11136798812,50,,,,,
11134691787,50,,,,,
11044478649,50,,,,,
10893828061,50,,,,,
10880798060,50,,,,,
10877416704,50,,,,,
10875529110,50,,,,,
10870148985,50,,,,,
10858082192,50,,,,,
10685117930,50,,,,,
10576876213,50,,,,,
10575274340,50,,,,,
10566297731,50,,,,,
11186271761,50,,,,,
10974437681,50,,,,,
10574111964,50,,,,,
10569513731,50,,,,,
10833532176,49,,,,,
10670361680,48,,,,,
11179999382,43,,,,,
10847010995,42,,,,,
11249421052,40,,,,,
10671862630,37,,,,,
10566881623,36,,,,,
10598122285,33,,,,,
10581017097,32,,,,,
11141987359,30,,,,,
11134526749,30,,,,,
10975405385,30,,,,,
10887363314,30,,,,,
10843006971,30,,,,,
10832224616,30,,,,,
10574898510,30,,,,,
11072705197,27,,,,,
11150766346,26,,,,,
10839396047,26,,,,,
11248164514,25,,,,,
11238685800,25,,,,,
11164232720,25,,,,,
11134647286,25,,,,,
10844291789,25,,,,,
10684698263,25,,,,,
10867323115,23,,,,,
10671153091,20,,,,,
10847312529,19,,,,,
10675303210,19,,,,,
11250243595,18,,,,,
11134932854,18,,,,,
11239200945,17,,,,,
10851333216,17,,,,,
10978063065,15,,,,,
10864900624,15,,,,,
10860535252,15,,,,,
10682649508,15,,,,,
10667398958,15,,,,,
11215559561,14,,,,,
10872131442,14,,,,,
10833417544,14,,,,,
10844260968,13,,,,,
10832343863,13,,,,,
10831898832,12,,,,,
10762649964,12,,,,,
10686863888,12,,,,,
11249871277,10,,,,,
11131514317,10,,,,,
10932820377,10,,,,,
10876510380,10,,,,,
10875526461,10,,,,,
10872582813,10,,,,,
10868096498,10,,,,,
10834053271,10,,,,,
10577144137,10,,,,,
11009295893,10,,,,,
11027692007,9,,,,,
10667647030,9,,,,,
11003496788,8,,,,,
10922773382,7,,,,,
10668135000,7,,,,,
11166997346,6,,,,,
10699810522,6,,,,,
11137652132,5,,,,,
11050438627,5,,,,,
10832233224,5,,,,,
10831181023,5,,,,,
10813811475,5,,,,,
10577642085,5,,,,,
11248704898,4,,,,,
10877606410,4,,,,,
10875696093,4,,,,,
10844664050,4,,,,,
10598727391,4,,,,,
10972364151,3,,,,,
10886185272,3,,,,,
10875473988,3,,,,,
11250528880,2,,,,,
11136832253,2,,,,,
10847826329,2,,,,,
10661330404,2,,,,,
10583893598,2,,,,,
11249832802,1,,,,,
11065588769,1,,,,,
10880715177,1,,,,,
10876392009,1,,,,,
10856302482,1,,,,,
10836154511,1,,,,,
10834332090,1,,,,,
10833972658,1,,,,,
10626251939,1,,,,,
10716623034,1,,,,,
11250741921,0,,,,,
11250357688,0,,,,,
11226611149,0,,,,,
11220644956,0,,,,,
11212784708,0,,,,,
11149744263,0,,,,,
11148900374,0,,,,,
11135136344,0,,,,,
11134536706,0,,,,,
11134504342,0,,,,,
11065479544,0,,,,,
11062688483,0,,,,,
11061878386,0,,,,,
10994464098,0,,,,,
10952093942,0,,,,,
10908463163,0,,,,,
10900800324,0,,,,,
10893948558,0,,,,,
10885623844,0,,,,,
10877478788,0,,,,,
10876876072,0,,,,,
10876100377,0,,,,,
10875530570,0,,,,,
10875507777,0,,,,,
10875479466,0,,,,,
10867812743,0,,,,,
10867810520,0,,,,,
10859616580,0,,,,,
10851677235,0,,,,,
10849691686,0,,,,,
10847009623,0,,,,,
10844360022,0,,,,,
10844213348,0,,,,,
10844069184,0,,,,,
10843875549,0,,,,,
10843856498,0,,,,,
10843842634,0,,,,,
10843816117,0,,,,,
10843815732,0,,,,,
10843808762,0,,,,,
10843799997,0,,,,,
10843795703,0,,,,,
10843259075,0,,,,,
10841050682,0,,,,,
10840178037,0,,,,,
10837914247,0,,,,,
10836330737,0,,,,,
10835639035,0,,,,,
10834379529,0,,,,,
10834149798,0,,,,,
10833790283,0,,,,,
10832733276,0,,,,,
10832404058,0,,,,,
10832233395,0,,,,,
10832173617,0,,,,,
10832168862,0,,,,,
10832128566,0,,,,,
10832123166,0,,,,,
10832012122,0,,,,,
10831931418,0,,,,,
10831865696,0,,,,,
10831792008,0,,,,,
10831669468,0,,,,,
10831623393,0,,,,,
10831609109,0,,,,,
10830882008,0,,,,,
10822875373,0,,,,,
10822621750,0,,,,,
10822544735,0,,,,,
10756966241,0,,,,,
10716518478,0,,,,,
10685524216,0,,,,,
10658936778,0,,,,,
10622502829,0,,,,,
10615243125,0,,,,,
10598715725,0,,,,,
10596131278,0,,,,,
10595615049,0,,,,,
10589179962,0,,,,,
10585520406,0,,,,,
10582003543,0,,,,,
10580341387,0,,,,,
10575878347,0,,,,,
10575849400,0,,,,,
10575471607,0,,,,,
10575226552,0,,,,,
10567016644,0,,,,,
10607782752,0,,,,,
