"q59","What is the University or College closest to where you live?","n =  591"
"Salem state","1","0.17"
"Salem State College","1","0.17"
"Salem State University","1","0.17"
"Salem University ","1","0.17"
"San Diego State","1","0.17"
"Simmons","1","0.17"
"Smith college","1","0.17"
"Smith College ","1","0.17"
"Smith College, Northampton MA","1","0.17"
"Solano Jr College","1","0.17"
"Sonoma State University","1","0.17"
"Southern Oregon University","1","0.17"
"springfield college","1","0.17"
"Springfield college","1","0.17"
"Springfield College ","1","0.17"
"Springfield Technicsl Community College","1","0.17"
"St Leo University","1","0.17"
"St Mary ","1","0.17"
"Stcc","1","0.17"
"Stonehill","1","0.17"
"suffolk","1","0.17"
"tamucc","1","0.17"
"Temple","1","0.17"
"texas a&m","1","0.17"
"Tidewater Community College//Old Dominion University // Norfolk State University","1","0.17"
"towson state","1","0.17"
"TUFTS","1","0.17"
"Tufts ","1","0.17"
"U MAINE ","1","0.17"
"u mass","1","0.17"
"U Mass","1","0.17"
"U MASS Dartmouth","1","0.17"
"U Mass, Dartmouth","1","0.17"
"U of Dayton","1","0.17"
"U of Michigan","1","0.17"
"U. of Maryland","1","0.17"
"UBC Okanagan","1","0.17"
"UCB","1","0.17"
"Uconn","1","0.17"
"UCSD","1","0.17"
"UCSF","1","0.17"
"UMaine","1","0.17"
"UMASD","1","0.17"
"Umass ","1","0.17"
"UMass ","1","0.17"
"Umass  Dartmouth","1","0.17"
"UMASS Amherst","1","0.17"
"Umass Amherst ","1","0.17"
"UMASS Amherst ","1","0.17"
"UMass Boston or Northeastern University","1","0.17"
"Umass community college ","1","0.17"
"Umass Darthmoth","1","0.17"
"Umass Dartmoth ","1","0.17"
"Umass dartmouth","1","0.17"
"Umass dartmouth ","1","0.17"
"Umass Dartmouth ","1","0.17"
"UMass Dartmouth ?","1","0.17"
"Umass lowell","1","0.17"
"Umass Lowell","1","0.17"
"UMass, Westfield State University, Stcc,Hcc","1","0.17"
"Umass/Amherst","1","0.17"
"umf","1","0.17"
"UMF","1","0.17"
"UNC","1","0.17"
"UNC Chapel Hill","1","0.17"
"UNE","1","0.17"
"unh","1","0.17"
"Univ of New Mexico ","1","0.17"
"University of Arizona, Flagstaff","1","0.17"
"University of Bridgeport ","1","0.17"
"University of British Columbia","1","0.17"
"University of Chicago","1","0.17"
"University of Colorado","1","0.17"
"University of Colorado, Boulder","1","0.17"
"University of Dartmouth","1","0.17"
"University of Houston","1","0.17"
"University of Lowell","1","0.17"
"University of Maine at Augusta","1","0.17"
"University of Maine/Orono","1","0.17"
"University of Maryland","1","0.17"
"University of Massachusetts","1","0.17"
"University of Massachusetts @ Dartmouth","1","0.17"
"University of Massachusetts/Amherst","1","0.17"
"University of MN","1","0.17"
"University of Montana, Missoula","1","0.17"
"University of Nevada, Las Vegas","1","0.17"
"University of New England","1","0.17"
"University of Portland","1","0.17"
"University of R.I.","1","0.17"
"University of San Francisco ","1","0.17"
"University of South Carolina","1","0.17"
"university of southern maine","1","0.17"
"University of southern Maine ","1","0.17"
"University of the Free State","1","0.17"
"University of Tulsa","1","0.17"
"University of Washington","1","0.17"
"UNO","1","0.17"
"UNR","1","0.17"
"unsure","1","0.17"
"usc","1","0.17"
"USC","1","0.17"
"USF","1","0.17"
"USM","1","0.17"
"UT","1","0.17"
"UTA","1","0.17"
"Victoria College (Texas)","1","0.17"
"Wachusett ","1","0.17"
"Wachusett Community College","1","0.17"
"Wellesley College","1","0.17"
"Western Connecticut ","1","0.17"
"Western new england university","1","0.17"
"Western Washington University","1","0.17"
"Westfield state","1","0.17"
"Westfield State","1","0.17"
"Westfield state university","1","0.17"
"Westfield university ","1","0.17"
"Westfield University ","1","0.17"
"Wheaton","1","0.17"
"Wichita","1","0.17"
"wnec","1","0.17"
"Wnec","1","0.17"
"WNEU","1","0.17"
"Wneu ","1","0.17"
"Worcester state","1","0.17"
"Worcester State University","1","0.17"
"Worcester State Unviersity","1","0.17"
"WSU ","1","0.17"
"Yale University ","1","0.17"
"Young Harris College","1","0.17"
